"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"OH BY APPT THIS SUNDAY! Private outdoor space galore! https://t.co/UqfJQ871Mc email Aimee@RealDirect.com for an appt...",FALSE,0,NA,2015-12-18 20:09:24,FALSE,NA,"677943769447141378",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Williamsburg 3BR with private outdoor space #hasitall https://t.co/d27BUVT5XZ",FALSE,2,NA,2015-12-08 16:08:49,FALSE,NA,"674259343487983616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"IN THE NEWS! Food + Real Estate = Delish! https://t.co/EUCUoHWgkN  @TheObserverNews @DougPerlson",FALSE,2,NA,2015-12-04 16:30:25,FALSE,NA,"672815228397199360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"Think there are no deals left in Brooklyn? Then don't miss this 2Br 2BA condo https://t.co/GplmPSbzT3",FALSE,0,NA,2015-11-18 15:30:13,FALSE,NA,"667001871668781058",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Impeccably renovated 2BR in our favorite Park Avenue building: https://t.co/CqwLEvY58r",FALSE,0,NA,2015-11-17 14:49:37,FALSE,NA,"666629265870450688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"https://t.co/SO0QwqHrwT",FALSE,1,NA,2015-11-12 20:58:24,FALSE,NA,"664910134431375361",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Condo prices still on the rise... #realestatepower https://t.co/sU1NXNpkUT",FALSE,0,NA,2015-11-11 16:18:25,FALSE,NA,"664477286876475392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Check out our newest deal in the ever-loved Park Slope. #itsasteal https://t.co/sbjFMgPLtD",FALSE,0,NA,2015-11-09 21:07:48,FALSE,NA,"663825338632417285",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"OPEN HOUSE! Looking for that perfect #downtown #nyc apartment? This is it! https://t.co/eNN2uQDKI1",FALSE,1,NA,2015-11-05 19:15:18,FALSE,NA,"662347476536582144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"PRICE DROP! Super-sized 1BR in #Chelsea is now even more tempting... https://t.co/bWTCFQbzce",FALSE,0,NA,2015-11-03 18:56:34,FALSE,NA,"661617984482463745",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"IN THE NEWS! Check out @observer article about buying furnished apartments. Our CEO, @DougPerlson, weighs in on it. https://t.co/yHmOHd0pZI",FALSE,1,NA,2015-10-28 16:56:07,FALSE,NA,"659413343820763136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"@RealDirect loves our #newconstruction -- OPEN HOUSES this weekend in #BK https://t.co/iEPLzFrwjg",FALSE,0,"RealDirect",2015-10-20 15:10:29,FALSE,NA,"656487657644662786","63243463","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Gorgeous 4BR available at the amazing #ArielWest #sprawling --  #OpenHouse this weekend http://t.co/NfvSuYbymh",FALSE,0,NA,2015-10-16 16:30:44,FALSE,NA,"655058301173026816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Perfection in #Chelsea -- huge #1BR in our favorite Chelsea condo building, the #lionshead http://t.co/bWTCFQbzce",FALSE,0,NA,2015-10-13 17:39:50,FALSE,NA,"653988529165496320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! New 1BR on the Upper #UWS #OpenHouse this weekend! http://t.co/LCYmALv2Oo",FALSE,0,NA,2015-10-07 16:11:35,FALSE,NA,"651791992624685057",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"SOLD! #1BR in the perfect locale just closed and we saved the seller over $42,000 in commision! #holycow #realestate http://t.co/X66Mah0lAl",FALSE,0,NA,2015-10-02 15:19:59,FALSE,NA,"649967067639234560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! New development at Columbia Street Waterfront #beauty #brandnew http://t.co/iEPLzFrwjg",FALSE,0,NA,2015-09-29 16:45:38,FALSE,NA,"648901457874391040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Who said there aren't any good listings available in August? Not us!  Great 1BR in #ParkSlope http://t.co/FOZTiOIDaS",FALSE,0,NA,2015-08-27 16:19:01,FALSE,NA,"636935962464002048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! New #CobbleHill 2BR, 1BA available now! http://t.co/TR1rRybIKL",FALSE,0,NA,2015-08-26 20:45:52,FALSE,NA,"636640728622493696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"CLOSED! Just sold to our buyers this #gorg high floor 3BR with Central Park Views http://t.co/s6iaKJqrmI",FALSE,1,NA,2015-08-20 14:41:51,FALSE,NA,"634374794696372224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! In the market for a high-end #Flatiron condo? Don't miss our latest exclusive then... http://t.co/BLVHhNhD3P",FALSE,0,NA,2015-08-17 16:57:48,FALSE,NA,"633321842451853312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Manhattan's hottest neighborhood, an #LES beauty. 2BR, 1BA HDFC now available http://t.co/6pnEgvfHwR",FALSE,0,NA,2015-08-11 20:04:20,FALSE,NA,"631194457719853056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Like the #UWS? Like spacious apartments? Then be sure to get in at this #LincolnTowers #1BR http://t.co/Yvbkz92xDk",FALSE,0,NA,2015-08-06 18:25:58,FALSE,NA,"629357765207683073",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"SOLD! This one went fast... #hot #brooklyn http://t.co/Th2Tb3hFJN",FALSE,0,NA,2015-07-28 15:37:13,FALSE,NA,"626053804807573504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Interested in living in a castle? Then this UES townhouse might be right for you... http://t.co/TL9ASSRLTF",FALSE,0,NA,2015-07-13 18:21:19,FALSE,NA,"620659285677199361",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Looking for outdoor space? This one isn't to be missed.. #brooklyn #openhouse http://t.co/jq2Wgp9cX3",FALSE,0,NA,2015-07-11 14:32:02,FALSE,NA,"619876810306752512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"Get it before it's gone! Charming 1BR perfection in the perfect #downtown neighborhood #LES http://t.co/eNN2uQDKI1",FALSE,0,NA,2015-07-08 15:15:40,FALSE,NA,"618800625162260480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Another one for the books... https://t.co/KC76UXTxYs",FALSE,0,NA,2015-07-08 15:14:01,FALSE,NA,"618800209833906177",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW RENTAL! Available immediately in #FiDi http://t.co/QYfj6G3Mwd",FALSE,0,NA,2015-06-30 14:38:15,FALSE,NA,"615892104800247808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"OPEN HOUSE! Last showing before going to #BestandFinal #dontmissit http://t.co/cV97uUi7Rq",FALSE,0,NA,2015-06-26 20:48:04,FALSE,NA,"614535623488110592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"IN THE NEWS! Great article in @amNewYork this morning featuring @DougPerlson #FSBOwithusinstead http://t.co/lAX6SUgGLd",FALSE,0,NA,2015-06-25 15:07:52,FALSE,NA,"614087619778097152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"JUST SOLD! Highest price paid for an ""A"" line and owner says "" I found my experience with Real Direct to be great"" http://t.co/7LZwAypoM6",FALSE,0,NA,2015-06-23 15:43:08,FALSE,NA,"613371721068990464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"OPEN HOUSE! A village apartment that's still available? Don't miss it this weekend! http://t.co/1ddoHiRcCX",FALSE,0,NA,2015-06-11 19:22:55,FALSE,NA,"609078374439489537",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! The #cremedelacreme of #Brooklyn http://t.co/on35hBAMCB",FALSE,0,NA,2015-06-10 20:30:45,FALSE,NA,"608733058720780288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Rare duplex 1BR in the center of the #LES for a very low price! http://t.co/eNN2uQVlzz",FALSE,0,NA,2015-06-04 20:20:05,FALSE,NA,"606556045339557888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Ask about our listing at #RockawayBeach -- it's the perfect time of year! http://t.co/dVhWtp86Tj",FALSE,0,NA,2015-06-03 17:48:54,FALSE,NA,"606155613555539969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! #Village #1BR #perfection #Openhouse this weekend too! http://t.co/7cVmMKiYzy",FALSE,0,NA,2015-05-29 17:37:07,FALSE,NA,"604340708040953856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"BACK ON THE MARKET! Open House this weekend for this spacious #1BR in #ditmaspark http://t.co/NoCRaBV7ab",FALSE,0,NA,2015-05-27 15:59:19,FALSE,NA,"603591318149926914",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Looking for a #luxury studio condo on the #UES? Don't forget about this great space: http://t.co/AieoVZW2Vu",FALSE,0,NA,2015-05-21 18:44:35,FALSE,NA,"601458582752612352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Say it ain't so! http://t.co/i31iu3pJBS",FALSE,0,NA,2015-05-18 18:16:21,FALSE,NA,"600364315481382912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"BACK ON THE MARKET! This #UWS #1BR is too cute! #OpenHouse this weekend http://t.co/oZTN1weKlF",FALSE,0,NA,2015-05-14 18:47:17,FALSE,NA,"598922549708378112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"BACK ON THE MARKET! #Brooklyn state of mind... if you missed it the first time, now is your chance to get in there! http://t.co/xGxwzqBju7",FALSE,0,NA,2015-05-11 16:31:09,FALSE,NA,"597801125920669696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Open Housing this weekend?? Check out this high-floor condo right on Bryant Park #gorg http://t.co/JllcXFN1PS",FALSE,0,NA,2015-05-08 18:03:53,FALSE,NA,"596737300291260416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Great condo studio available on the UES: http://t.co/AieoVZEs3W #greatbuilding #greatamenities",FALSE,0,NA,2015-05-06 17:56:32,FALSE,NA,"596010671206244353",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Buying Without a Broker (second question in Ask Real Estate) http://t.co/APESAukllO @DougPerlson",FALSE,1,NA,2015-05-04 18:07:46,FALSE,NA,"595288724692410369",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RealDirect",1,FALSE,FALSE,NA,NA
"PRICE DROP! Talk about a great deal... you can buy your own parking spot with it too! http://t.co/Th2Tb304ld",FALSE,0,NA,2015-04-29 21:15:28,FALSE,NA,"593524021448159232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"IN THE NEWS! Thinking of a #FSBO? Check out this article and then check out RealDirect! http://t.co/yf4guKI12d",FALSE,0,NA,2015-04-28 17:39:58,FALSE,NA,"593107402939039744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Looking for an oversized 1BR? Check out this 1100 square foot listing in the #village http://t.co/iv45Dp0IUh",FALSE,0,NA,2015-04-27 18:17:45,FALSE,NA,"592754522805645312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"NEW LISTING! Investor city in #Fidi - check out this sweet studio at the Cocoa Exchange http://t.co/QYfj6G3Mwd",FALSE,0,NA,2015-04-23 18:54:33,FALSE,NA,"591314230571376642",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Triplex on the #UES in an elevator building... http://t.co/x9X96FZpHV",FALSE,0,NA,2015-04-22 18:01:25,FALSE,NA,"590938469985341440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"Affordable Manhattan! Don't miss this HDFC #hellskitchen apartment: http://t.co/iruvkwlx3f",FALSE,0,NA,2015-04-20 19:00:49,FALSE,NA,"590228644615868417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! This 2BR, 2BA is easily convertible to a 3BR -- don't miss it! http://t.co/upR54yykwM",FALSE,0,NA,2015-04-20 17:54:13,FALSE,NA,"590211885611495425",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Looking for a steal in #NYC? 2BR, 1BA with W/D on the #UES  for $609K! http://t.co/oz4eQcVXDW",FALSE,0,NA,2015-04-17 16:44:40,FALSE,NA,"589107216055201792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! 1BR Condo in #BatteryParkCity with open city views http://t.co/jc06baiSIK",FALSE,0,NA,2015-04-16 17:12:22,FALSE,NA,"588751801375141889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"NEW LISTING! We had quite a few come on last week and are already almost gone! #getitwhileitshot http://t.co/fRNnEdF1Kn",FALSE,0,NA,2015-04-15 16:10:42,FALSE,NA,"588373893360054273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Spacious 1BR in Kips Bay with balcony..great price, great place! http://t.co/nDf9h4uMn7",FALSE,0,NA,2015-04-09 13:20:50,FALSE,NA,"586156819632037888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Gorg 3BR, 3BA combination apartment on the #UES #OpenHouse this weekend! http://t.co/jakqIfdlu2",FALSE,1,NA,2015-04-06 19:24:59,FALSE,NA,"585161298524184578",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"NEW LISTING! Renovated to perfection.. http://t.co/yaJROyqr4k",FALSE,0,NA,2015-04-03 15:59:56,FALSE,NA,"584022531780272129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Lovely PreWar 2BR, 1BA on the #UWS #MorningsideHeights : http://t.co/rIMAUzwlvG",FALSE,0,NA,2015-04-02 17:49:45,FALSE,NA,"583687779936239616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"This will spur development on Queens Blvd. Is QBee the next hot area? http://t.co/Fi5MHJZTdi",FALSE,1,NA,2015-04-01 13:12:36,FALSE,NA,"583255643966038016",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! BK's favorite new hot neighborhood #Bushwick has a great new listing. 2-family home, fully renovated: http://t.co/hcuJakVQGq",FALSE,1,NA,2015-03-26 13:15:39,FALSE,NA,"581082083487031296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Got #CarnegieHill on the mind? Don't miss this great 2BR,1.5BA coop right off of Central Park! http://t.co/Poa79OJh7B",FALSE,0,NA,2015-03-25 17:49:40,FALSE,NA,"580788654907371520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Don't miss this perfect Junior 4 in #hot #brooklyn http://t.co/JOr21mPl8n",FALSE,0,NA,2015-03-24 14:05:52,FALSE,NA,"580369945558708224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"RealDirect in the NEWS! http://t.co/Dihd2UsDZ6 #brokerspeak",FALSE,0,NA,2015-03-22 16:27:51,FALSE,NA,"579680900222443520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"It's almost beach time... why not get your ocean front NYC pad now? http://t.co/Z308qX4Ixm #rockaways #surf",FALSE,1,NA,2015-03-18 17:15:33,FALSE,NA,"578243354670018560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"OPEN HOUSE! Don't this beautiful 5BR apartment of ours on the #UES #openhousetime http://t.co/hhvflkRQZp",FALSE,0,NA,2015-03-16 18:16:17,FALSE,NA,"577533864341549056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"It's rental time! #Brooklyn http://t.co/H0vLRc9KIe",FALSE,0,NA,2015-03-12 17:21:20,FALSE,NA,"576070482849595392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"BACK ON THE MARKET! In need of a great #Brooklyn #condo? Don't miss this 1BR then.. http://t.co/4h2jzpBWbI",FALSE,0,NA,2015-03-05 18:38:48,FALSE,NA,"573553263431258112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"NEW LISTING! Another new listing this week. This time a cozy #junior1 in #downtownbrooklyn #affordableNYC http://t.co/7LZwAypoM6",FALSE,0,NA,2015-03-04 16:44:36,FALSE,NA,"573162135896920066",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Our CEO @DougPerlson shares his thoughts on #Bushwick @trdny http://t.co/IAz00QEMBM",FALSE,1,NA,2015-03-03 14:45:32,FALSE,NA,"572769782682009602",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RealDirect",1,FALSE,FALSE,NA,NA
"Great article on a bit of history of our favorite NYC neighborhood @eastvillage : http://t.co/GPFRbVq3qJ",FALSE,0,NA,2015-03-02 18:25:16,FALSE,NA,"572462692532916225",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Who said NY isn't affordable anymore?! #harlem http://t.co/G6ecJV1DGe",FALSE,0,NA,2015-02-27 18:28:51,FALSE,NA,"571376432351453184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"BACK ON THE MARKET! If you missed it the first time, don't miss it again. Convertible FIVE(!) BR on the UES http://t.co/hhvflkRQZp",FALSE,0,NA,2015-02-26 16:10:40,FALSE,NA,"570979267741409281",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Don't miss this perfect converted 2BR in one of our favorite UES coops: http://t.co/XzmKSopZyc",FALSE,1,NA,2015-02-25 16:03:49,FALSE,NA,"570615154930548736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! It's new, but it'll be gone soon! 2BR/2BA beauty in #Flatiron http://t.co/QD6bbGVw9c",FALSE,0,NA,2015-02-24 17:28:57,FALSE,NA,"570274194019233792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Soon this will be another New York memory... unless you buy into it when it goes condo! http://t.co/3hZa4PGDOa",FALSE,0,NA,2015-02-13 15:43:51,FALSE,NA,"566261478190510080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"NEW LISTING! #fabulous #junior1 #condo in Midtown East... don't miss it! http://t.co/gxCm8SHReM",FALSE,0,NA,2015-02-11 16:28:08,FALSE,NA,"565547845059899392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Check us out in the @nytimes this weekend: http://t.co/0Vc3HGOZud",FALSE,0,NA,2015-02-09 17:14:46,FALSE,NA,"564834806199242752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",1,FALSE,FALSE,NA,NA
"We turned a 1BR into a 3BR with @Homebildr http://t.co/tkjreGn7FW",FALSE,0,NA,2015-02-04 14:49:37,FALSE,NA,"562986339839533059",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! What's missing in this 2BR UWS condo? Nothing! 2BR, 2BA, low monthlies, W/D and an elevator building... http://t.co/E3oLA21pgY",FALSE,0,NA,2015-02-02 20:35:49,FALSE,NA,"562348688149073920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Where he bought a RealDirect house...RT @BrickU: 'Strange Magic' star Alan Cumming casts a spell on the East Village http://t.co/7B3ZAlH8Eu",FALSE,0,NA,2015-01-28 21:43:28,FALSE,NA,"560553772665933825",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Don't miss out on this lovely prewar 1BR beauty in #ditmaspark http://t.co/V4RDx6sxDG",FALSE,0,NA,2014-12-03 14:13:24,FALSE,NA,"540146786770624512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"HIGH FLOOR!! Looking to do work? Then check out our 44th floor exclusive at the Galleria on 57th Street. http://t.co/ByvUk6FTRE",FALSE,0,NA,2014-11-24 18:52:40,FALSE,NA,"536955577982009344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Hot for views?! Then don't miss our exclusive at the Galleria, 117 East 57th Street http://t.co/ByvUk6FTRE http://t.co/n8VswKWxUN",FALSE,0,NA,2014-11-19 21:08:26,FALSE,NA,"535177805659930624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"NEW LISTING! Always dreamed of your own patio in #NYC?! Well now you can have it at a very affordable price! http://t.co/PGupHnKOHb",FALSE,0,NA,2014-11-18 22:40:01,FALSE,NA,"534838466069401600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"OPEN HOUSE! Don't miss this #parkslope beauty... with elevator! #seeyousunday http://t.co/zh0bSbLMzf",FALSE,0,NA,2014-11-14 16:12:43,FALSE,NA,"533291444505956352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"Sunny bright and quiet! This perfect Junior 1 is not to be missed for the price! http://t.co/Ome1DQiQPj",FALSE,0,NA,2014-11-11 18:26:17,FALSE,NA,"532237895000924160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"BACK ON THE MARKET! Check out this gorgeous, large 2BR with perfect renovations in BK #heights #realestate! http://t.co/uGVzcqaHxM",FALSE,0,NA,2014-11-07 20:23:18,FALSE,NA,"530817793495924736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
"OPEN HOUSE! Renovated alcove studio in Murray Hill... #openhouse #realestate http://t.co/3u3THMObTU",FALSE,0,NA,2014-11-06 20:05:55,FALSE,NA,"530451029067063296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealDirect",0,FALSE,FALSE,NA,NA
